Company_Name,GHG_emissions_tCO2e,Water_usage_m3,Waste_generation_tons,Energy_efficiency_score,Renewable_energy_usage_percentage,Labor_practices_and_human_rights,Health_and_safety_performance,Community_engagement_and_development,Board_composition_and_diversity,Executive_compensation_and_accountability,Investment,Income,Profit
Chevron,600.5635615357812,3285.7738711482225,12.5480146962401,22.572772383912742,84.72694099627238,45.006417041575816,62.419207289627046,1.950264761052023,27.699781845471605,67.44325564685968,622.2989712321181,878.4110303933847,256.11205916126664
Chevron,780.9722234064412,1280.0403992562192,28.902641456465343,38.98997462910806,20.600567855203987,20.471945394999892,13.203517688999556,80.57047924812035,53.490408638264434,40.4605882946863,302.9116480638928,202.46237185436624,-100.44927620952657
Vattenfall,332.8194976281172,7653.652616482958,35.293427324292544,48.00473773100856,95.20956516529237,56.65181655878301,75.62335898162132,10.816938755075933,34.85091497820855,44.54776830833458,158.40929550855228,1003.8787424275282,845.4694469189759
Public Service Enterprise Group,273.81957812856376,1957.0935363019712,74.16640070729252,13.801548702005173,34.1865768798151,64.95429586036605,27.592829795006292,98.66967960804239,13.206681076904081,87.36727271797648,663.3397331638363,698.0959955761386,34.75626241230236
AES Corporation,175.6884020211862,3834.276297516709,11.034322596830378,8.103861046505678,98.5803659450305,30.262318292875502,90.4961880169914,61.93482489588372,26.5895242027262,46.183443456060836,475.1643155440622,387.8239039860091,-87.34041155805312
Pattern Energy,393.7902188529637,1034.3542071191243,46.789953510621885,82.97228663216244,83.86088875339622,45.998166967810086,81.78506634148324,65.08663952541407,43.84398449615252,2.1192246227852762,660.2369848356067,335.28541760855273,-324.95156722705394
EDP-Energias de Portugal,603.8598810779465,7135.025341614581,93.16241833831596,97.67943728275861,80.85705341473903,27.93394852765595,34.62660415347485,19.88917029380174,3.0293226479625623,22.74908908690624,289.4852321540586,825.6049891608835,536.1197570068249
ExxonMobil,204.25947110223188,2504.188103240991,20.069255489421145,40.47250638296587,31.79046737732836,36.939116445511374,80.77392932007145,24.031231029667445,77.06425270147619,47.5620614308259,404.86713665813363,1306.5632997331675,901.6961630750338
Saudi Aramco,439.0258257881189,6897.541687224923,56.47819493967499,8.764983619465328,0.8777211947929464,15.953995668842358,35.63904992999042,65.93503030992501,62.18245645904158,42.43962927485357,605.5132504281493,1707.5347676565925,1102.0215172284434
Chevron,108.16516418745246,9925.68355451055,80.78701441517623,6.581176069057648,38.213290882598784,88.55594435856314,10.094768163604062,90.97268379341969,60.135960727835425,86.03701372804807,633.8015004922546,530.4138409051884,-103.3876595870662
ENGIE,836.8114784498576,1654.0378444901467,94.8278176768105,89.13182063602987,30.180936966269368,1.001041055913643,96.1888238725708,98.23905545175666,54.604993188276595,54.21375093061667,435.08332699683865,964.3591483562893,529.2758213594507
Pattern Energy,215.60384628387223,1693.7021075631462,77.20989755803461,46.381424972767995,3.7396990408797293,88.24091864437885,65.260201521544,19.803094663109366,59.03131723250685,68.9635741915121,352.0478850549008,905.5210522558739,553.4731672009731
NextEra Energy,355.0086534390234,4063.420834000074,74.85089937799656,32.00273165623919,50.536525650592964,57.167887834973854,45.60995266625917,13.411962270979016,93.46519527072206,46.93232970434701,346.3305665397363,1124.109216575328,777.7786500355917
Pattern Energy,116.58494686439572,8797.478628262079,84.38392811761862,47.646127123939955,40.30313112827366,33.16578441770175,39.77733515310396,5.640135776079047,0.8569210810740691,43.965573405916494,257.22941627880857,1657.2570874571952,1400.0276711783868
Royal Dutch Shell,489.01670550326105,2939.768819121987,50.15810988797893,31.830409469234734,63.45564677415248,72.30571254603298,32.470533425826396,86.82970181613278,4.779970965774927,44.62866684743513,392.86446609662846,1196.5613923986227,803.6969263019943
Iberdrola,856.1093524670969,4243.400379373128,82.52600793560498,48.903577530762,62.11863221940832,50.77521518626643,98.14475954291294,29.471484685646875,19.149340993080234,41.092156969383886,279.4963033118979,1723.9788443041296,1444.4825409922316
China Petroleum & Chemical,452.93609030067694,1616.5486596428161,10.716796427090602,85.95563969179368,12.074663589668011,49.910865810760654,13.47472651309074,0.18120338692516613,16.73013799931501,53.85833858542034,670.4338656069503,1133.39316092416,462.9592953172096
TransAlta,261.54759108145004,7868.397621330004,93.21049498391244,59.23013710620957,97.69655461266225,11.014228291896643,31.480505892056833,22.381808605642885,18.119445946918265,25.044340175360368,612.1602984178807,1286.9252573262886,674.764958908408
Xcel Energy,778.3289506454672,4674.757084835061,49.89758585654578,69.46537728101754,18.693142944144693,38.951602594540866,48.54976402826635,34.044108009941844,67.19438858486501,89.10551938418209,444.32994130382804,987.2898364873815,542.9598951835535
TotalEnergies,809.9262836836698,7833.238597547585,59.80421690791729,36.46706762343366,44.527402476470456,24.106434585673664,47.79995450543114,99.09861694966852,45.94833010501653,33.30855480938729,393.247017943655,1681.5720445321406,1288.3250265884856
Calpine Corporation,256.3781277768101,9132.470599121156,32.93940240233941,73.85058785105187,48.811754343373494,1.5695905596279647,47.13664844078435,52.354159385708165,99.17788783346931,14.752383417734682,313.8527801751783,1862.8889714563747,1549.0361912811964
NextEra Energy,793.7686976868908,3094.868323911599,76.82777495563793,66.66170848793723,81.30627972141201,36.00996307821133,17.578381583038183,20.47139475951013,22.688591480294484,9.655047859774513,581.9124780634071,1350.4605286216622,768.5480505582551
Eni,952.5680994307041,8266.564273059561,16.897222582772393,11.956199775205645,9.922959609464677,8.982212942560475,14.493252710950056,33.48183447134511,31.083010102749466,1.342291512012761,927.0124879111195,1677.408408511227,750.3959206001075
Iberdrola,249.7398282390451,1531.8450107042795,88.53722222921517,57.26428531155846,42.864427920853174,25.68300377251852,25.47675863286201,33.030768755687845,98.4240716801649,42.28560785668615,717.1327462500434,306.20600119838053,-410.92674505166286
Canadian Natural Resources,793.885863278922,9089.626493622225,84.53051461057085,25.6743496309758,62.85021702362039,9.251662118309445,91.4526153802056,1.9725746463175486,83.1758140802247,18.761098854542468,769.9732426320106,1831.0011526039837,1061.027909971973
EDP-Energias de Portugal,737.7148041423665,6856.916928028726,29.445410462028974,80.40956696335928,21.515562162405555,10.094162555639885,11.305296783451013,13.518305417143006,46.97992206785327,2.1647902587247914,850.940077290767,540.0651203104242,-310.87495698034286
Dominion Energy,526.2164995915797,8868.040517245165,82.83919584567361,42.59377084669394,62.74678987660728,19.901129441518826,75.74251033733248,69.51964597032112,55.459688554598976,52.001954628952376,416.4714760040639,661.7367691864542,245.26529318239034
NextEra Energy,152.12841450291847,1001.6955960092371,80.77219597553334,99.46841651964871,92.36648375496527,99.98492444864002,75.75483931333713,12.025098657073464,84.31779206528405,67.99785486507615,156.58820390303887,295.9941227721432,139.40591886910434
Canadian Natural Resources,167.2249759820686,2521.7296332039323,66.89949379785541,9.250043793896378,99.7518131172675,0.2184142857248772,80.97704038972623,23.073427660611877,48.098024604632805,8.575105091110435,660.3029229894798,1937.7202105533063,1277.4172875638264
RWE,867.173193278783,4507.834486838428,43.61681592097188,78.03478627401586,3.2451076790675715,63.867263612040524,88.66154889893555,35.07372984043088,20.60237235820843,46.092077291965964,269.80506210522935,1733.6195290790774,1463.814466973848
BP,991.1335354755823,4415.526130372467,34.43488787636811,67.37017335421565,23.55882282446775,14.124369802655734,26.30361775389303,75.77349445022938,82.84445385543854,74.36286786007467,612.1392849960996,1843.732287363951,1231.5930023678513
Equinor,708.447031468079,3040.573446311596,30.860523126041503,76.74988305907054,31.030711579169747,92.06281367107758,22.455946926889638,58.24009648679398,53.77724912756434,98.58068210084251,765.5592098413583,1724.989101968027,959.4298921266686
Avangrid,501.3624763092893,4434.507458804801,38.67480664872464,30.752979549045634,39.91261004449661,9.363289333362923,46.550566652747975,68.89999849885683,15.304259716382129,66.71903446425608,805.274471933053,1063.15499489832,257.880522965267
Saudi Aramco,682.8162790617168,2159.6384080022935,91.32025990892772,49.20544893824006,24.22571575847674,95.50631871262365,26.508916875203614,56.70123254201722,50.558583118439756,24.483955080952057,371.6552082227639,1863.3474813633743,1491.6922731406103
ENGIE,634.9562733056908,4714.850163394234,16.987669838990314,79.65085197237084,20.348799455531253,61.092638748347795,73.43099889831075,68.3592425221869,41.32033805968588,71.65536397789995,561.1899093123836,1945.0510767689389,1383.8611674565552
BP,445.25103436505964,8221.188962433378,84.59841486276628,23.2541331620855,95.45538424175,0.1268076915490246,63.59395767414336,0.28421536639724465,87.6842531881758,59.792942681983,658.8685866494731,1104.6205582209154,445.75197157144237
Saudi Aramco,159.06353011661164,5311.630567930161,41.40010675376412,22.60331967886521,91.85216027705178,89.4007197916806,87.49876880526514,93.08981443714295,12.605543136070342,21.179928858154774,837.5326495305598,516.1246063919087,-321.408043138651
Equinor,839.3616526666968,1162.0008005069349,56.94394564102224,55.10509532949324,4.6992501003117475,52.17118013669183,8.273830348707156,11.092023087480651,87.52098044480256,85.11108258475547,785.2497985944526,1385.5205161335698,600.2707175391172
Pattern Energy,434.65017631485216,4792.996374213227,81.50370702836416,52.356357952985576,33.881302160484815,26.266973533048454,91.50833333580748,40.62490959769048,51.22110168102847,42.740442722760086,989.1777888796332,1955.788921736427,966.6111328567938
Duke Energy,836.9070790213843,1244.5751448175974,89.59388923206741,28.226247041293284,40.51485536784066,76.72791775156301,29.334862667008956,77.10383702448547,40.436442998114764,96.19776547341259,107.2762088770098,1769.864347745975,1662.5881388689652
Algonquin Power & Utilities,327.257874719544,9696.190696361184,41.03032780653823,29.807565052482275,23.901453466594337,92.666555388687,49.0694345926984,43.52307180094239,16.196718440294035,72.2901007447778,493.7404967768197,1751.2673170626335,1257.5268202858138
EDP-Energias de Portugal,100.92653186107006,2147.0856348058205,51.56591331475993,27.78451632065655,62.88728969881755,48.36908231467939,43.86114359396437,94.68425516675158,70.08179626386793,64.45631546318221,330.4400377385151,1880.8724302531077,1550.4323925145927
Fortis Inc.,243.04445494908086,7369.194936975568,47.306445833511304,77.15120619984876,64.0380746644241,31.55534744431109,76.03116511044239,46.758894849876675,92.68067091100404,72.83528374765619,207.90404843038607,1809.1140689945846,1601.2100205641987
Pacific Gas and Electric,521.685475091726,9754.986906028773,11.19259301535195,65.19008655624606,85.05042283285971,78.89451239349268,42.033330943184254,87.49394056026713,37.53773538993198,47.80970188182215,920.3637953504661,1597.3069952329272,676.943199882461
PetroChina,949.8732714620469,8434.351464999147,36.634859997279094,83.24171834102528,74.08692683852178,68.17854977884546,94.35531456494094,81.0828113362271,24.158500067083345,50.5226477801674,998.1658594861176,1492.891097891289,494.72523840517147
Fortis Inc.,191.97425772434707,7293.838376135833,51.32703103593057,97.54730283140218,54.25733269659556,88.87524837502724,90.25338826385754,98.09863027986832,55.4866916999157,85.12073854447439,262.53658711425123,676.5809127405578,414.04432562630655
ExxonMobil,868.7887970154094,8555.148185506903,46.99842479923958,47.41642962719864,65.35867700444199,69.2514012761193,87.21611519695065,92.65477807509754,79.61859484338703,68.09285366435029,134.59005352122725,1318.4120385712085,1183.8219850499813
Iberdrola,574.3216865906759,9836.188239345649,74.97363047641115,6.669388140544886,27.39887815430181,24.35283388995363,7.12583326482279,89.81238347128787,0.37676945505330517,89.72433251916418,347.5490029124503,1138.6795190706011,791.1305161581508
Vattenfall,843.3286892199069,6592.100475281766,44.63232554989929,4.809231041203543,59.30561899673577,93.1659249759019,85.42580615539394,73.16043405194684,63.13774363954292,89.08267535742685,851.3757262597561,1751.4993648457842,900.123638586028
EDP Renewables,368.5369878909934,6032.663261463938,54.04388040736032,29.566503927161914,48.92272547499192,10.483574720599131,78.16354454432106,36.699814726822076,59.651600069863086,97.64900340442492,364.5010748793851,1085.0826322821297,720.5815574027446
Public Service Enterprise Group,855.9524482052246,6654.142994169532,48.6647732919127,93.25445893524508,13.33444673163704,26.794275010684785,10.351294700613101,10.612541856490243,31.815218580416005,70.02146588453341,151.2113324478594,429.93697437684034,278.72564192898096
SunPower,795.540502015124,5794.082980853995,76.65635340049334,52.32130549708749,24.25442765829707,52.01946077238856,10.741432543622187,68.864505226439,45.14230036049703,50.2301717661742,147.2429655577269,208.9504735802285,61.7075080225016
Chesapeake Energy,307.0483147282905,6715.801953187469,87.66751590882663,27.178651608012917,29.169345072158603,56.57420260709014,10.116381151754117,97.86540813379649,24.696322416182092,16.631170020908236,484.6805221324928,1420.1716168435973,935.4910947111046
Noble Energy,218.20161376844027,5048.579871753033,57.87001711067627,39.916679451101956,92.4309567052558,1.5310586626905431,1.133259320448754,72.6604437331869,78.98857379518428,70.53805596474173,938.6431507554578,1189.8350968288908,251.19194607343297
Covanta,881.2488902790636,2965.988645949764,81.04889747756721,59.85951074046708,23.038663938588943,78.057272582094,54.863430519458355,92.87293692773355,63.45349333661077,29.15777167599307,357.32839747566874,795.733227845207,438.4048303695383
Duke Energy,966.9129880961187,2082.225038605081,36.71080138178655,65.29496581378422,28.924390281966815,36.16073184253895,97.33942914360433,80.43047129555167,53.27116220389853,28.294756803733122,484.4419126309394,504.14987006820263,19.707957437263246
Canadian Natural Resources,128.1720823727646,1615.0684197903436,58.723264914154186,15.391950978290502,36.93541300894323,40.641854100213784,43.868470289979356,16.31146751166788,39.25261984178272,23.82877764480681,191.74042484434767,1040.0875803270237,848.347155482676
ENGIE,758.143060276317,3369.8420537788006,41.070695830297524,97.7031676545176,66.3742738625387,80.93695444369457,54.07575018873564,24.92037705912873,29.138438602073215,87.51220573514502,544.2155139420829,380.5156504620302,-163.69986348005273
Chevron,918.5720598530365,1415.1120790216046,47.278083301464726,54.47722269827888,11.823839247214051,37.928339172754455,96.79697967699555,34.186560176235034,82.27364860434314,86.79644466821583,726.8923578571336,804.9952805980577,78.1029227409241
ExxonMobil,871.6240828832488,6104.53701927447,75.91724783314017,13.56883177922793,95.3945212493776,4.722487649475482,25.51822287742307,16.826044433800412,45.1407670433569,63.09704448700582,344.0353250594976,882.5814312241419,538.5461061646442
Enel,968.0684250431876,3554.4560232116823,89.34962340994414,89.36352533461337,86.55712200947644,17.64397704703503,85.8470252598263,58.165133267300675,50.144741984167275,47.29809813707359,367.04017767581627,1038.113650708332,671.0734730325157
TotalEnergies,784.0846705942874,8420.813272783289,20.934585197898887,7.46384310794288,57.721607300895016,95.59031723881823,54.639046721173614,97.54505241349513,52.08287305407416,67.21144600987991,857.7775228656441,1039.9173524099242,182.13982954428013
AES Corporation,498.0688861428192,1668.167856895478,67.11753308386425,90.77354331775128,67.40378674249567,7.0405362402514164,56.947651466301075,76.14588334361586,44.836693543157644,60.72294502983907,109.32735011245937,662.610158253699,553.2828081412396
Pattern Energy,380.7567914456174,3037.163449073373,62.392942682001866,99.65656562889824,1.666047124421599,35.493120096801626,34.31738572072835,42.338674906746185,25.608842623842378,41.57342483233874,672.8236376950873,1730.3797668835778,1057.5561291884906
Dominion Energy,388.6684663943147,7572.215323811313,20.65735352583387,70.04317991565038,33.89447753484487,50.31791670513446,56.158436096690814,0.4504480980288661,12.034044024305201,37.963086748563434,454.49617144745525,839.978311262142,385.4821398146868
Algonquin Power & Utilities,751.9804053527052,6389.274667451423,29.07048973960982,77.04472210739898,79.5660230661442,49.32808273385601,7.314250947828393,31.32760111381787,9.85372671677407,38.27943081453502,368.5424622053221,613.2571560065294,244.71469380120726
Covanta,771.2533108278678,1580.4214412425079,37.99022452594122,33.73028364674864,7.748297379238589,0.39599430121427526,76.46435726141122,52.67592876922153,75.74625233406887,58.913340315603826,691.8344490194894,516.4577901390624,-175.37665888042704
Saudi Aramco,280.32322919384137,8895.155114459803,25.02379637357513,94.15768527339338,28.23138342107202,50.116273145749034,28.468776154427168,32.42508738519706,22.352782230151135,64.76693561208259,851.2016696107347,780.641110106004,-70.56055950473069
Canadian Natural Resources,881.3105321414779,8895.355865435617,31.93565342719076,52.97139661083676,58.52968283343113,38.37724579774092,88.76083294939549,11.103492302385954,5.567281495397558,45.1741753515442,602.5529046958063,321.59518935956186,-280.95771533624446
BP,743.4316361820229,3973.6720348819645,34.08407189755368,73.23884465975549,25.641302769894182,97.20793354745571,36.785069460745845,44.276495686189456,79.7517406695886,96.8691450213043,127.9851597487504,259.233541365749,131.24838161699859
Equinor,606.4752577090444,4063.6525901460823,40.210644973515365,92.41077159112795,93.39779741445192,15.915908399382984,14.28241104868826,25.325281696571622,15.406165286064798,8.384571800448104,515.2610717430184,1289.255954245162,773.9948825021436
Xcel Energy,524.3792140922615,9901.255225151564,77.44514075210431,97.51799759755083,13.105863080429037,35.4154196759495,69.58815743684849,90.92323764615014,62.5146091733354,34.704702595377704,516.4839468045758,1314.464844888542,797.9808980839663
EDP-Energias de Portugal,588.9095252109623,6635.585544338244,61.47209834655406,83.32043565966744,79.73943579077786,41.94814850898197,16.457814471350286,10.175452850101575,33.86432714478632,41.9074683125441,589.4186453241471,1153.2587647489213,563.8401194247742
Xcel Energy,243.32116445133803,5781.848685112532,98.76220047562613,30.301750698203,50.794869190640824,39.06935371009488,75.36805155429904,4.915262872471038,12.648025669130947,1.6921343464943117,703.863010939197,1572.1133514171038,868.2503404779068
Iberdrola,283.33112434864677,8543.369651967321,47.32622442707239,96.65475165520824,75.0330775819956,66.58308276518625,96.81122364061166,0.5314169154862047,41.44809792543599,36.49571876682251,117.38656318090639,270.4709796987404,153.084416517834
Southern Company,182.04804136557252,3567.6130452158477,77.84785664532325,62.81195312435718,31.071532831144744,21.551285754776885,77.95528687952617,32.806968448565776,1.480886113262514,27.370991717284255,551.8113619597755,1884.7515947770419,1332.9402328172664
Avangrid,238.29223434500142,4862.643340567212,88.43215792388804,93.06424763519598,51.44896023120388,22.107155281399184,2.2449248431324675,66.03868382008886,84.10449825125603,50.60362702274808,629.4769924425316,371.1172218627089,-258.3597705798227
TransAlta,508.3242711447544,3409.9900793950073,71.10806437342377,67.61050258143518,85.68353497231763,72.92109485008531,59.98857880527747,73.04137528817927,51.34979613418572,33.64105471832693,409.01804777444676,1413.2413899084684,1004.2233421340216
Fortis Inc.,577.3189543554305,8102.447619298583,47.06782663757464,30.723896184772048,46.68780991231044,50.02905186781796,69.54106709697243,45.32616833817231,13.916001090796183,72.61821349464613,701.5287039313897,440.11386009345676,-261.41484383793295
Equinor,116.07570323048743,6160.144110716962,77.82351676711777,37.00245241428159,35.971986191026964,41.51556760573104,82.54583257962852,68.43286504552667,23.69803183889847,50.99324954076485,305.35994541625405,1783.8297799540262,1478.4698345377722
Covanta,817.1180450776247,6929.425631260635,28.330042399541636,55.04717771029405,53.61553862527361,16.920305167725182,5.600230893900015,35.99140362153634,44.79751921385267,12.976223349626437,385.63509976070645,1119.2839165010564,733.64881674035
EDP Renewables,364.7511760091301,3270.765248554659,39.479694866211915,79.0014841559882,71.73627530363669,18.75272229121666,48.010782795228636,66.78062199866169,18.886938281554865,75.00613241443472,966.4798126818933,348.12837383235683,-618.3514388495365
Covanta,920.6524314639199,2982.027712395836,59.20167295893599,31.798255134033493,44.356334549850274,1.0551636815900545,53.53708726383943,4.0595985302373405,26.85991615010859,9.92288960826766,413.2633337750261,1310.1034028601323,896.8400690851062
EDP Renewables,970.7601372523999,5395.371660846448,61.78684485575335,57.97311661341921,93.8876975142273,9.142626886170923,16.912486264417804,39.075298456700416,53.438556423526315,83.90491680793573,411.8507986291705,216.39789898796298,-195.45289964120755
RWE,266.9129872089889,7638.091741835441,11.992732792536652,34.56249935764015,29.494582404234205,55.6838694690241,32.24498097106496,79.08496776331792,83.26090130383855,93.14221940862194,636.1125722408037,1596.8399211924402,960.7273489516365
PetroChina,515.8875616890946,5727.157817681442,95.06027698804078,81.57694046351071,47.54636061691204,89.18731300084099,44.02217262561652,80.30060304590013,40.18396856899208,32.24452901848539,973.8777968740542,1371.0529759630222,397.175179088968
PetroChina,101.1086516497833,1293.8110979110174,72.69645440956509,46.672809376795044,75.69276593414415,28.716476513055746,83.32096879578015,71.61487788756946,71.69752735535482,92.61426332629308,984.7724013577003,582.7245488543131,-402.0478525033873
Chevron,638.4945386101842,8816.963556882598,54.613337520870196,7.672282685288523,68.91210904957582,32.774722589612814,92.94075660702069,20.42386205698644,87.66842134606485,79.30081591225382,621.6921673086845,874.5516491169686,252.85948180828416
Covanta,646.575803436404,1582.1820416361843,93.98145109674775,16.60525214815364,86.36410524171562,11.560561061151219,62.84228289176729,24.720511893063325,21.6300940296162,92.243561100377,100.97831782443927,214.0520500800025,113.07373225556321
Canadian Natural Resources,322.7859600430377,9602.42035348677,49.51860087257457,6.110466761963229,99.68091806811088,38.86309456071027,39.494518602146215,99.60887272645122,80.719197040216,66.62701369208477,910.5908956915597,1448.6308669481691,538.0399712566094
Algonquin Power & Utilities,602.5714053248781,1226.2776244954546,98.23920132433346,49.93029460143252,42.68583287950896,3.722170456932916,25.403101779898595,10.33780072019599,75.74021983310274,23.564403942142185,613.2141681193433,780.8026475174946,167.58847939815132
Avangrid,302.98612819936193,7250.054105176379,56.105628151913656,10.633729734822717,11.115087978331184,91.76006962619002,98.21351844361504,18.06626989024094,35.6937297948135,89.45232369109726,429.39676746094227,1228.8600475340945,799.4632800731522
EDP-Energias de Portugal,244.74292217037106,1739.863573406035,20.28571929981815,11.413996930963211,3.0415880807967977,67.31113481245286,98.30199980763584,13.00262556501326,98.95199595008671,18.42650761707437,846.2756269143445,1922.1097302460332,1075.8341033316888
Royal Dutch Shell,686.3675201220382,9196.089214916256,78.83208752133496,94.1048260038377,72.68769061397717,99.07488093932189,92.49769482350348,32.76549636836156,26.257237143595702,21.30605510175355,459.8492134151846,739.040083305653,279.1908698904684
EDP-Energias de Portugal,393.3329175568674,5179.899126029885,71.10079525700564,87.26550721760555,87.40136713087156,88.28231626784937,78.56691498778193,21.017583523392336,25.480326603169555,27.106299014036374,130.6400555802382,1982.4281913571729,1851.7881357769347
First Solar,631.2375449970602,2237.7139733531385,79.5688049175028,45.208659681136595,22.07125859444187,47.29905936981527,32.57795437456183,49.76879595477721,77.22591646531978,30.424631148658467,838.9650007513169,1338.9110948136195,499.94609406230256
ConocoPhillips,489.92207407449007,4067.3412981086194,95.62978258531129,98.58053208502058,15.844803718990597,51.96850311503769,81.70004834976307,47.60207068801199,43.46573180510842,51.447964213103056,591.273460917786,635.7595993139089,44.4861383961229
Equinor,985.9162666626136,2483.4220781208583,79.88403723859163,0.01865281706631139,6.2205091525690985,19.057604651719384,40.87930172711726,90.15056194513032,33.079499478104324,71.3457360434044,404.32918440177656,986.2001894382639,581.8710050364873
Southern Company,234.6225784008092,2535.2372040138102,65.02029419949821,61.39794562733938,82.27029217172064,46.20393428395556,32.677309815504515,3.4739947444781483,17.866280533910295,92.62081744006836,325.8031387184661,1532.8156202904615,1207.0124815719955
Duke Energy,518.1387369722291,9532.97488154298,87.15780121247568,61.642817737187,31.138193989258433,90.30278734928116,74.48653584662796,31.987957666776335,76.5332430934544,8.843758733550244,634.417713473883,1003.6602338295463,369.24252035566326
BP,712.4109637233927,5007.2150105630935,70.59217954190784,45.74430558698882,40.169689275977646,5.085342363582113,7.965392762042289,59.66578919970902,78.6321806136077,95.43693622282359,287.2445934025901,323.3136212147943,36.06902781220418
China Petroleum & Chemical,455.9905754919718,8099.220375148236,46.73071511433308,39.69479729342928,50.27501916096123,86.35568029983098,4.856272329566169,60.480176184396385,56.65640032301405,92.13229670968134,391.4657979013029,503.4865904885762,112.02079258727332
EDP-Energias de Portugal,977.2298666836209,6756.450050599136,89.70577878175959,45.53831354806076,83.94532342095508,34.094780164260975,44.79536971811856,48.01262290142092,95.73136131913729,5.399929218103894,672.8772784725852,1624.335942411102,951.4586639385168
Enel,749.6988651342416,7087.837261045531,29.97104147059356,41.49604360796805,65.0833221561485,89.95127650963099,44.56388008221619,81.56655408146337,31.816327042265424,36.03211376915627,893.3900053653388,1367.0715362925105,473.6815309271717
Eni,691.2854718080438,2185.2409462483465,74.31771474178518,73.04924774822994,61.50646298578113,94.08799063414847,89.5644153063835,6.272217141445879,21.96190454793372,81.31433902993365,579.6012955524388,1225.6858591978407,646.0845636454019
Eni,781.353340850101,3107.660021339371,89.34071094466813,13.535543497328407,17.56720999559107,67.0864887001906,12.615309628781679,81.54877655801359,67.74667689344619,61.15765454794011,783.1957584691833,501.71954735972236,-281.4762111094609
Chesapeake Energy,957.3837742348453,8080.753016389933,75.81848677329667,19.763922059113014,51.318989170982974,66.44237865926779,12.32839274524128,49.47542404357036,75.84086407997047,77.90939433817704,786.7545433867376,1707.9634016306109,921.2088582438732
TransAlta,917.0367876861761,9736.895858273047,72.75478771484713,18.05182283924236,71.53810171786552,45.27543377087401,14.745260047490117,13.376069507700217,22.49059705518224,71.90333387898875,697.9185573934482,1929.33219725525,1231.413639861802
TransAlta,751.8567773137707,3364.0807833878657,77.73744646646524,26.247058512126454,97.32608830304918,83.55402245437075,2.9736261294602606,88.57019135404776,7.661076426111324,49.67701131271636,321.2545039124659,273.5967754832052,-47.657728429260715
Southern Company,774.2454751911548,3444.1188827593587,51.854972347057995,52.52584187815833,20.140630921335223,96.16127584332833,7.1731737814908385,64.92287795409635,81.0516486586372,4.121804595169953,880.1097383352177,340.45736717693956,-539.6523711582781
Repsol,231.32986663163092,5256.074195298143,88.67536139413234,11.120874733821873,0.9543353067226645,77.50818003391193,65.9869866829039,16.354568682413927,97.65019736460124,58.4268202064501,492.64809007560984,1792.5041059662165,1299.8560158906066
Repsol,192.51316404339912,9854.56281569894,28.30928276224821,86.8169295326504,7.530143359846974,62.19367337567092,43.15843291175092,3.364972339902661,64.46722860722844,4.856665305929598,139.78966954213053,1667.994057257831,1528.2043877157005
Calpine Corporation,613.8140516597479,3420.6305124382397,21.464777440030538,29.73615313084723,37.58524651819792,60.67928958213368,76.36030670880136,14.110964833264926,27.786690014389414,60.37267175351309,320.1514030625726,1312.2820199203286,992.130616857756
ConocoPhillips,116.530873246486,4662.747186708375,35.69579021066604,16.253798746870785,82.05446477459871,84.94699015836623,99.25977185816602,60.87979601803936,99.66726085527921,80.04108624936782,788.9935186893841,1900.9373761750483,1111.943857485664
Chesapeake Energy,534.1207433964323,9023.32014061156,57.84196570974938,67.56213095982433,0.7142081768245045,54.12037657712984,65.90346810990013,17.929623526004846,89.32666362670774,58.49917487019186,162.22000223574042,1363.5750403856057,1201.3550381498653
Global Solutions,289.3146219269818,1026.289293592258,55.95056158684043,3.808630059931928,45.67305928858403,80.38598862488226,5.0455570620123735,22.57630748750281,51.338064628029386,99.70218045616971,232.6279619394201,588.773496313106,356.1455343736859
Quantum Energy,411.4149108803556,1357.893684897126,83.8538881908928,61.996856487416416,32.92306153413945,50.888525517424576,10.456286475434151,2.513972575631418,82.53212848418337,45.58665001804331,724.804134437534,1511.5561826904204,786.7520482528864
Future Solutions,798.2242622136605,6436.645093640973,46.41117907636156,69.81984306764998,5.248171009972758,6.244427497392413,88.10040848147078,72.29306722386036,81.58205232629669,74.88274636039874,903.3407107547865,1362.278620542147,458.9379097873606
Sustainable Corporation,947.1137538091479,9166.421482415622,53.59099836623578,21.491653138671918,45.023628667261725,38.39470089041552,52.749594455826156,81.03643997594371,93.47989696734996,66.72132917419074,670.3588045518732,1974.3404636180528,1303.9816590661796
Pure Corporation,165.17464493170735,3149.709943617349,11.203091493345607,4.196407344363429,25.474870733671885,44.444095767149875,82.483715939574,79.68481767721232,84.09238437734601,99.14316915580879,300.06194844659916,585.0123254746252,284.950377028026
Synergy Energy,580.8179853788006,5226.775972126381,46.876531279864516,36.36453589194496,35.18848343470064,14.161724498661721,85.6612336224926,12.756815136428424,64.36792359571645,71.32190050771051,148.07238692459373,1276.1928854526782,1128.1204985280845
Synergy Energy,894.28013723764,5054.187714920365,68.2996809655308,9.859423024193648,70.5615304784293,10.24963291892128,92.76745414995192,90.33011273887594,60.93037189565074,16.40307314593894,653.6139242952805,1604.3015400052207,950.6876157099401
Peak Solutions,174.25768099637915,5256.742114859591,11.395749756393297,11.647784967333708,52.15509839109671,53.546494965695416,94.98292054863657,67.227882947408,46.735728833161176,95.55177064172409,142.65872013804758,810.1695608087074,667.5108406706598
